Ind,Garden,First_Assign,%,,2,%,,3,%,,4,%,,5,%,,'-log(L),'-log(L),'-log(L),'-log(L),'-log(L),,,
QAc-G-0135,TMA,MagazineMountain_W,99.508,,PorterMountain_W,0.407,,Kessler_Mountain_W,0.082,,Sugar_Loaf_Mountains_W,0.002,,PryorMountain_W,0,,41.391,39.003,46.394,43.604,42.087,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0136,TMA,Kessler_Mountain_W,99.995,,MagazineMountain_W,0.005,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,PryorMountain_W,0,,43.644,36.93,45.72,45.33,32.669,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0137,TMA,MagazineMountain_W,99.986,,Kessler_Mountain_W,0.014,,PryorMountain_W,0,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,42.633,32.303,40.246,49.261,36.151,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0138,TMA,Kessler_Mountain_W,68.393,,MagazineMountain_W,31.606,,Sugar_Loaf_Mountains_W,0.001,,PryorMountain_W,0,,PorterMountain_W,0,,49.238,39.87,47.472,44.574,39.535,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0139,TMA,MagazineMountain_W,94.439,,PorterMountain_W,5.175,,Kessler_Mountain_W,0.385,,PryorMountain_W,0,,Sugar_Loaf_Mountains_W,0,,41.111,39.85,45.737,46.623,42.24,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0140,TMA,MagazineMountain_W,93.807,,PorterMountain_W,6.185,,Kessler_Mountain_W,0.007,,PryorMountain_W,0,,Sugar_Loaf_Mountains_W,0,,33.242,32.061,37.498,43.385,36.162,14, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , FIR043 - 1  
QAc-G-0141,TMA,Kessler_Mountain_W,83.105,,PryorMountain_W,11.867,,MagazineMountain_W,4.195,,PorterMountain_W,0.833,,Sugar_Loaf_Mountains_W,0,,39.033,38.331,37.88,44.051,37.034,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0142,TMA,Kessler_Mountain_W,99.393,,MagazineMountain_W,0.607,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,PryorMountain_W,0,,43.495,38.831,46.779,43.528,36.617,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0143,TMA,PorterMountain_W,56.492,,Kessler_Mountain_W,43.508,,Sugar_Loaf_Mountains_W,0,,MagazineMountain_W,0,,PryorMountain_W,0,,39.333,46.97,50.701,45.807,39.446,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0144,TMA,Kessler_Mountain_W,99.991,,MagazineMountain_W,0.009,,Sugar_Loaf_Mountains_W,0,,PorterMountain_W,0,,PryorMountain_W,0,,48.217,38.497,53.359,44.904,34.431,14, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , FIR043 - 1  
QAc-G-0145,TMA,Kessler_Mountain_W,96.652,,MagazineMountain_W,2.687,,PorterMountain_W,0.661,,PryorMountain_W,0,,Sugar_Loaf_Mountains_W,0,,38.169,37.56,42.572,43.667,36.004,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0146,TMA,Kessler_Mountain_W,91.569,,PorterMountain_W,5.985,,PryorMountain_W,1.568,,MagazineMountain_W,0.876,,Sugar_Loaf_Mountains_W,0.002,,38.559,39.394,39.141,42.074,37.375,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0147,TMA,MagazineMountain_W,99.998,,PryorMountain_W,0.001,,PorterMountain_W,0,,Kessler_Mountain_W,0,,Sugar_Loaf_Mountains_W,0,,33.838,28.243,33.076,36.879,35.512,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0148,TMA,MagazineMountain_W,98.95,,Kessler_Mountain_W,1.05,,PorterMountain_W,0,,PryorMountain_W,0,,Sugar_Loaf_Mountains_W,0,,42.694,36.941,46.48,54.892,38.916,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0149,TMA,PryorMountain_W,59.473,,PorterMountain_W,23.534,,MagazineMountain_W,16.993,,Kessler_Mountain_W,0.001,,Sugar_Loaf_Mountains_W,0,,38.193,38.335,37.791,47.963,42.505,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0150,TMA,Kessler_Mountain_W,99.975,,PryorMountain_W,0.021,,PorterMountain_W,0.003,,MagazineMountain_W,0,,Sugar_Loaf_Mountains_W,0,,36.729,37.559,35.917,48.293,32.246,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0151,TMA,Kessler_Mountain_W,100,,PryorMountain_W,0,,MagazineMountain_W,0,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,43.573,43.148,42.997,45.588,37.382,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0152,TMA,Kessler_Mountain_W,100,,PryorMountain_W,0,,MagazineMountain_W,0,,Sugar_Loaf_Mountains_W,0,,PorterMountain_W,0,,45.195,43.273,43.018,44.989,36.116,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0153,TMA,Kessler_Mountain_W,100,,PorterMountain_W,0,,MagazineMountain_W,0,,PryorMountain_W,0,,Sugar_Loaf_Mountains_W,0,,41.965,42.023,43.02,43.664,36.28,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0154,TMA,PorterMountain_W,89.109,,MagazineMountain_W,9.25,,PryorMountain_W,1.577,,Kessler_Mountain_W,0.064,,Sugar_Loaf_Mountains_W,0,,33.213,34.196,34.965,40.884,36.356,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0155,TMA,Kessler_Mountain_W,99.399,,PryorMountain_W,0.555,,PorterMountain_W,0.044,,MagazineMountain_W,0.002,,Sugar_Loaf_Mountains_W,0,,40.853,42.195,39.748,45.542,37.495,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0158,TMA,MagazineMountain_W,70.777,,PryorMountain_W,27.18,,Kessler_Mountain_W,1.903,,PorterMountain_W,0.14,,Sugar_Loaf_Mountains_W,0,,41.773,39.07,39.485,50.887,40.64,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0159,TMA,Kessler_Mountain_W,85.32,,PorterMountain_W,14.666,,MagazineMountain_W,0.014,,PryorMountain_W,0,,Sugar_Loaf_Mountains_W,0,,36.092,39.1,43.336,45.411,35.328,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0160,TMA,Kessler_Mountain_W,99.945,,PorterMountain_W,0.053,,PryorMountain_W,0.001,,MagazineMountain_W,0.001,,Sugar_Loaf_Mountains_W,0,,36.808,38.492,38.44,43.757,33.529,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0161,TMA,MagazineMountain_W,94.292,,Kessler_Mountain_W,5.47,,PorterMountain_W,0.238,,PryorMountain_W,0,,Sugar_Loaf_Mountains_W,0,,36.789,34.19,40.265,41.57,35.426,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0162,TMA,Kessler_Mountain_W,99.998,,MagazineMountain_W,0.002,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,PryorMountain_W,0,,40.478,39.404,42.218,42.035,34.58,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0163,TMA,Kessler_Mountain_W,97.68,,PorterMountain_W,2.307,,MagazineMountain_W,0.013,,Sugar_Loaf_Mountains_W,0,,PryorMountain_W,0,,36.131,38.37,45.386,42.869,34.504,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0164,TMA,Kessler_Mountain_W,83.42,,PorterMountain_W,13.807,,MagazineMountain_W,2.692,,PryorMountain_W,0.081,,Sugar_Loaf_Mountains_W,0,,36.976,37.686,39.209,42.353,36.195,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0165,TMA,Kessler_Mountain_W,97.957,,MagazineMountain_W,1.573,,PorterMountain_W,0.47,,PryorMountain_W,0,,Sugar_Loaf_Mountains_W,0,,37.43,36.905,40.84,46.355,35.111,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0166,TMA,MagazineMountain_W,99.985,,Kessler_Mountain_W,0.014,,PorterMountain_W,0,,PryorMountain_W,0,,Sugar_Loaf_Mountains_W,0,,39.104,33.081,40.891,42.005,36.922,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0167,TMA,MagazineMountain_W,99.521,,Kessler_Mountain_W,0.258,,PorterMountain_W,0.212,,PryorMountain_W,0.009,,Sugar_Loaf_Mountains_W,0,,37.748,35.076,39.127,45.811,37.661,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0168,TMA,MagazineMountain_W,95.084,,Kessler_Mountain_W,4.912,,PorterMountain_W,0.003,,PryorMountain_W,0,,Sugar_Loaf_Mountains_W,0,,37.443,32.978,38.947,44.083,34.265,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0169,TMA,Kessler_Mountain_W,87.526,,PorterMountain_W,11.55,,PryorMountain_W,0.877,,MagazineMountain_W,0.047,,Sugar_Loaf_Mountains_W,0,,35.57,37.961,36.689,40.179,34.691,14, 0C11 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 1G13 - 1  
QAc-G-0170,TMA,Kessler_Mountain_W,77.832,,PorterMountain_W,12.47,,MagazineMountain_W,9.694,,PryorMountain_W,0.003,,Sugar_Loaf_Mountains_W,0,,34.662,34.771,38.257,43.555,33.866,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0171,TMA,MagazineMountain_W,94.847,,PorterMountain_W,3.717,,Kessler_Mountain_W,1.43,,PryorMountain_W,0.006,,Sugar_Loaf_Mountains_W,0,,37.964,36.557,40.764,47.598,38.379,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0172,TMA,Kessler_Mountain_W,100,,MagazineMountain_W,0,,PryorMountain_W,0,,Sugar_Loaf_Mountains_W,0,,PorterMountain_W,0,,49.815,44.461,45.801,49.442,35.73,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0173,TMA,MagazineMountain_W,98.649,,Kessler_Mountain_W,1.351,,PorterMountain_W,0,,PryorMountain_W,0,,Sugar_Loaf_Mountains_W,0,,44.554,36.899,44.827,45.92,38.762,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0174,TMA,MagazineMountain_W,94.625,,Kessler_Mountain_W,5.375,,PorterMountain_W,0,,PryorMountain_W,0,,Sugar_Loaf_Mountains_W,0,,42.983,36.4,46.873,49.526,37.645,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0175,TMA,Kessler_Mountain_W,99.99,,MagazineMountain_W,0.01,,PorterMountain_W,0,,PryorMountain_W,0,,Sugar_Loaf_Mountains_W,0,,39.943,37.096,40.099,47.578,33.106,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0176,TMA,PorterMountain_W,54.381,,MagazineMountain_W,32.484,,Kessler_Mountain_W,11.393,,PryorMountain_W,1.742,,Sugar_Loaf_Mountains_W,0,,36.008,36.232,37.502,43.35,36.687,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0177,TMA,Kessler_Mountain_W,45.554,,MagazineMountain_W,40.832,,PorterMountain_W,13.488,,PryorMountain_W,0.126,,Sugar_Loaf_Mountains_W,0,,36.165,35.684,38.196,42.702,35.637,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0178,TMA,MagazineMountain_W,95.475,,Kessler_Mountain_W,3.796,,PorterMountain_W,0.714,,PryorMountain_W,0.015,,Sugar_Loaf_Mountains_W,0,,39.018,36.892,40.696,45.083,38.293,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0179,TMA,MagazineMountain_W,95.981,,Kessler_Mountain_W,4.016,,PorterMountain_W,0.004,,PryorMountain_W,0,,Sugar_Loaf_Mountains_W,0,,36.861,32.446,38.903,40.907,33.825,14, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , FIR043 - 1  
QAc-G-0180,TMA,Kessler_Mountain_W,64.514,,MagazineMountain_W,23.911,,PorterMountain_W,11.398,,PryorMountain_W,0.176,,Sugar_Loaf_Mountains_W,0,,38.127,37.806,39.938,44.175,37.375,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0181,TMA,Kessler_Mountain_W,99.904,,PorterMountain_W,0.082,,MagazineMountain_W,0.014,,PryorMountain_W,0,,Sugar_Loaf_Mountains_W,0,,39.075,39.84,42.955,47.701,35.991,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0182,TMA,Kessler_Mountain_W,99.999,,MagazineMountain_W,0.001,,Sugar_Loaf_Mountains_W,0,,PorterMountain_W,0,,PryorMountain_W,0,,41.111,36.145,41.492,40.757,31.038,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0183,TMA,MagazineMountain_W,99.936,,Kessler_Mountain_W,0.039,,PryorMountain_W,0.022,,PorterMountain_W,0.003,,Sugar_Loaf_Mountains_W,0,,35.137,30.662,34.317,42.485,34.071,14, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  QpZAG9 - 1  , PIE125 - 1  
QAc-G-0184,TMA,Kessler_Mountain_W,65.644,,MagazineMountain_W,34.354,,PorterMountain_W,0.002,,PryorMountain_W,0,,Sugar_Loaf_Mountains_W,0,,37.936,33.654,41.22,46.114,33.372,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0185,TMA,MagazineMountain_W,98.698,,Kessler_Mountain_W,1.301,,PorterMountain_W,0.001,,PryorMountain_W,0,,Sugar_Loaf_Mountains_W,0,,38.799,33.873,42.714,42.759,35.753,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0186,TMA,Kessler_Mountain_W,87.566,,PorterMountain_W,12.434,,Sugar_Loaf_Mountains_W,0,,MagazineMountain_W,0,,PryorMountain_W,0,,37.316,43.127,45.951,42.869,36.468,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0187,TMA,MagazineMountain_W,59.066,,Kessler_Mountain_W,39.399,,PorterMountain_W,0.77,,PryorMountain_W,0.764,,Sugar_Loaf_Mountains_W,0,,35.611,33.727,35.615,42.591,33.903,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0188,TMA,Kessler_Mountain_W,53.484,,PryorMountain_W,33.066,,PorterMountain_W,10.34,,MagazineMountain_W,2.822,,Sugar_Loaf_Mountains_W,0.289,,42.837,43.401,42.332,44.39,42.123,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0189,TMA,Kessler_Mountain_W,99.993,,MagazineMountain_W,0.005,,PryorMountain_W,0.002,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,42.043,40.093,40.5,51.04,35.806,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0190,TMA,PorterMountain_W,99.215,,MagazineMountain_W,0.503,,Kessler_Mountain_W,0.215,,PryorMountain_W,0.067,,Sugar_Loaf_Mountains_W,0,,34.08,36.375,37.251,43.15,36.744,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0191,TMA,PorterMountain_W,60.958,,MagazineMountain_W,25.025,,Kessler_Mountain_W,10.692,,PryorMountain_W,3.326,,Sugar_Loaf_Mountains_W,0,,35.988,36.375,37.251,43.15,36.744,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
